9.683500000000000441e-01,9.939999999999999947e-01
2.056750000000000078e+00,8.950000000000000178e-01
3.061020000000000074e+00,8.070000000000000506e-01
4.101919999999999789e+00,7.239999999999999769e-01
5.050080000000000346e+00,6.949999999999999512e-01
6.054640000000000022e+00,6.820000000000000506e-01
6.851759999999999629e+00,6.440000000000000169e-01
8.273369999999999891e+00,6.169999999999999929e-01
9.161160000000000636e+00,5.849999999999999645e-01
9.781090000000000728e+00,5.460000000000000409e-01
1.095176000000000016e+01,5.490000000000000435e-01
1.197258000000000067e+01,5.669999999999999485e-01
1.321546000000000021e+01,5.779999999999999583e-01
1.428365999999999936e+01,5.899999999999999689e-01
1.502588000000000079e+01,5.430000000000000382e-01
1.611681000000000097e+01,5.550000000000000488e-01
1.674029000000000167e+01,5.759999999999999565e-01
1.736770999999999887e+01,5.580000000000000515e-01
1.962318000000000140e+01,5.330000000000000293e-01
2.013624000000000080e+01,5.819999999999999618e-01
2.163548000000000116e+01,5.659999999999999476e-01
2.184730000000000061e+01,5.410000000000000364e-01
2.316958999999999946e+01,5.520000000000000462e-01
2.382191999999999865e+01,5.450000000000000400e-01
2.533716000000000079e+01,5.410000000000000364e-01
2.597193000000000040e+01,5.410000000000000364e-01
2.634888000000000119e+01,5.250000000000000222e-01
2.776946999999999832e+01,5.130000000000000115e-01
2.890230999999999995e+01,5.520000000000000462e-01
2.938855999999999824e+01,5.240000000000000213e-01
3.165925000000000011e+01,5.370000000000000329e-01
3.245255000000000223e+01,5.360000000000000320e-01
3.307741000000000042e+01,4.929999999999999938e-01
3.408225999999999800e+01,5.590000000000000524e-01
3.478285999999999945e+01,5.140000000000000124e-01
3.572227000000000174e+01,5.340000000000000302e-01
3.637781999999999982e+01,5.390000000000000346e-01
3.843533999999999651e+01,5.260000000000000231e-01
4.015558999999999656e+01,5.250000000000000222e-01
3.934711000000000070e+01,5.120000000000000107e-01
4.111301999999999879e+01,5.430000000000000382e-01
4.131166000000000338e+01,5.060000000000000053e-01
4.304279999999999973e+01,5.360000000000000320e-01
4.440502999999999645e+01,5.070000000000000062e-01
4.518039999999999878e+01,5.340000000000000302e-01
4.692094999999999771e+01,4.959999999999999964e-01
4.602787000000000006e+01,5.540000000000000480e-01
4.798662999999999812e+01,5.320000000000000284e-01
4.894789000000000101e+01,5.200000000000000178e-01
4.994458000000000197e+01,5.220000000000000195e-01
5.174551000000000300e+01,5.260000000000000231e-01
5.164708999999999861e+01,5.200000000000000178e-01
5.281065000000000254e+01,4.939999999999999947e-01
5.376037000000000177e+01,5.000000000000000000e-01
5.454733000000000231e+01,5.110000000000000098e-01
5.527364000000000033e+01,5.440000000000000391e-01
5.901630000000000109e+01,5.080000000000000071e-01
5.676830000000000354e+01,5.290000000000000258e-01
5.802758000000000038e+01,5.280000000000000249e-01
6.016810999999999865e+01,5.090000000000000080e-01
5.976749999999999829e+01,5.060000000000000053e-01
6.094926999999999850e+01,5.190000000000000169e-01
6.111471999999999838e+01,5.050000000000000044e-01
6.393117000000000161e+01,5.150000000000000133e-01
6.611872999999999934e+01,5.170000000000000151e-01
6.529976000000000624e+01,5.110000000000000098e-01
6.908624000000000365e+01,4.969999999999999973e-01
6.685344999999999516e+01,5.380000000000000338e-01
6.835096000000000060e+01,5.300000000000000266e-01
6.873994999999999322e+01,5.080000000000000071e-01
7.316465999999999781e+01,5.330000000000000293e-01
7.193443000000000609e+01,5.130000000000000115e-01
7.258543000000000234e+01,5.170000000000000151e-01
7.207128000000000156e+01,5.110000000000000098e-01
7.527304999999999779e+01,4.859999999999999876e-01
7.631517999999999802e+01,4.969999999999999973e-01
7.813210999999999729e+01,5.100000000000000089e-01
7.836562000000000694e+01,5.080000000000000071e-01
7.760241000000000611e+01,5.450000000000000400e-01
7.759444000000000585e+01,5.260000000000000231e-01
7.976493999999999573e+01,5.060000000000000053e-01
8.340985000000000582e+01,5.170000000000000151e-01
8.481726999999999350e+01,4.969999999999999973e-01
8.509955999999999676e+01,5.240000000000000213e-01
8.485594000000000392e+01,5.360000000000000320e-01
8.463629000000000246e+01,5.080000000000000071e-01
8.632207999999999970e+01,5.190000000000000169e-01
9.070172999999999774e+01,5.430000000000000382e-01
8.899881999999999493e+01,5.150000000000000133e-01
8.927563000000000670e+01,5.240000000000000213e-01
9.158074000000000581e+01,4.899999999999999911e-01
9.072257000000000460e+01,5.030000000000000027e-01
9.434411000000000058e+01,5.260000000000000231e-01
9.386728999999999701e+01,5.070000000000000062e-01
9.573932999999999538e+01,5.210000000000000187e-01
9.670153000000000532e+01,5.450000000000000400e-01
9.658371999999999957e+01,4.979999999999999982e-01
9.762528000000000361e+01,5.140000000000000124e-01
9.769929000000000485e+01,4.889999999999999902e-01
1.016352200000000039e+02,5.130000000000000115e-01
